,Car
2141,2.0
2142,2.0
2143,2.0
2144,1.0
2145,2.0
2146,2.0
2147,2.0
2148,1.0
2149,2.0
2150,2.0
2151,2.0
2152,1.0
2153,3.0
2154,1.0
2155,2.0
2156,2.0
2157,2.0
2158,1.0
2159,2.0
2160,1.0
2161,1.0
2162,2.0
2163,2.0
2164,1.0
2165,2.0
2166,2.0
2167,2.0
2168,2.0
2169,2.0
2170,2.0
2171,2.0
2172,2.0
2173,2.0
2174,2.0
2175,2.0
2176,2.0
2177,1.0
2178,1.0
2179,0.0
2180,2.0
2181,2.0
2182,3.0
2183,1.0
2184,2.0
2185,1.0
2186,2.0
2187,2.0
2188,2.0
2189,2.0
2190,2.0
2191,2.0
2192,2.0
2193,4.0
2194,4.0
2195,2.0
2196,1.0
2197,2.0
2198,2.0
2199,2.0
2200,1.0
2201,2.0
2202,1.0
2203,1.0
2204,3.0
2205,1.0
2206,1.0
2207,1.0
2208,2.0
2209,2.0
2210,2.0
2211,2.0
2212,2.0
2213,2.0
2214,1.0
2215,0.0
2216,1.0
2217,1.0
2218,1.0
2219,2.0
2220,2.0
2221,1.0
2222,1.0
2223,1.0
2224,2.0
2225,2.0
2226,2.0
2227,2.0
2228,2.0
2229,1.0
2230,2.0
2231,2.0
2232,2.0
2233,1.0
2234,1.0
2235,1.0
2236,1.0
2237,2.0
2238,0.0
2239,2.0
2240,2.0
2241,2.0
2242,2.0
2243,2.0
2244,1.0
2245,2.0
2246,2.0
2247,1.0
2248,2.0
2249,1.0
2250,1.0
2251,2.0
2252,1.0
2253,0.0
2254,0.0
2255,1.0
2256,2.0
2257,0.0
2258,1.0
2259,1.0
2260,2.0
2261,1.0
2262,1.0
2263,0.0
2264,0.0
2265,1.0
2266,1.0
2267,2.0
2268,1.0
2269,1.0
2270,2.0
2271,2.0
2272,1.0
2273,1.0
2274,1.0
2275,0.0
2276,2.0
2277,0.0
2278,1.0
2279,1.0
2280,1.0
2281,1.0
2282,0.0
2283,1.0
2284,1.0
2285,1.0
2286,1.0
2287,1.0
2288,0.0
2289,0.0
2290,1.0
2291,1.0
2292,6.0
2293,2.0
2294,1.0
2295,1.0
2296,2.0
2297,1.0
2298,0.0
2299,0.0
2300,1.0
2301,1.0
2302,1.0
2303,1.0
2304,1.0
2305,1.0
2306,2.0
2307,1.0
2308,0.0
2309,1.0
2310,1.0
2311,1.0
2312,1.0
2313,1.0
2314,1.0
2315,0.0
2316,1.0
2317,1.0
2318,1.0
2319,1.0
2320,1.0
2321,0.0
2322,1.0
2323,1.0
2324,1.0
2325,1.0
2326,1.0
2327,1.0
2328,0.0
2329,1.0
2330,1.0
2331,2.0
2332,1.0
2333,1.0
2334,1.0
2335,0.0
2336,2.0
2337,2.0
2338,1.0
2339,1.0
2340,2.0
2341,1.0
2342,1.0
2343,1.0
2344,3.0
2345,2.0
2346,2.0
2347,2.0
2348,1.0
2349,1.0
2350,4.0
2351,1.0
2352,1.0
2353,2.0
2354,1.0
2355,1.0
2356,2.0
2357,2.0
2358,1.0
2359,1.0
2360,3.0
2361,2.0
2362,0.0
2363,1.0
2364,2.0
2365,0.0
2366,6.0
2367,1.0
2368,1.0
2369,1.0
2370,2.0
2371,1.0
2372,2.0
2373,3.0
2374,3.0
2375,1.0
2376,2.0
2377,1.0
2378,2.0
2379,2.0
2380,2.0
2381,1.0
2382,2.0
2383,2.0
2384,1.0
2385,2.0
2386,1.0
2387,1.0
2388,1.0
2389,1.0
2390,1.0
2391,2.0
2392,1.0
2393,2.0
2394,2.0
2395,1.0
2396,2.0
2397,1.0
2398,3.0
2399,2.0
2400,2.0
2401,1.0
2402,2.0
2403,2.0
2404,1.0
2405,1.0
2406,0.0
2407,1.0
2408,1.0
2409,2.0
2410,2.0
2411,2.0
2412,1.0
2413,5.0
2414,1.0
2415,1.0
2416,2.0
2417,1.0
2418,2.0
2419,3.0
2420,2.0
2421,1.0
2422,1.0
2423,2.0
2424,1.0
2425,1.0
2426,1.0
2427,1.0
2428,2.0
2429,1.0
2430,1.0
2431,1.0
2432,2.0
2433,1.0
2434,2.0
2435,2.0
2436,1.0
2437,1.0
2438,1.0
2439,1.0
2440,1.0
2441,1.0
2442,1.0
2443,1.0
2444,0.0
2445,3.0
2446,1.0
2447,2.0
2448,4.0
2449,1.0
2450,0.0
2451,1.0
2452,2.0
2453,1.0
2454,1.0
2455,1.0
2456,2.0
2457,1.0
2458,1.0
2459,2.0
2460,1.0
2461,1.0
2462,2.0
2463,3.0
2464,2.0
2465,1.0
2466,1.0
2467,1.0
2468,2.0
2469,1.0
2470,2.0
2471,1.0
2472,2.0
2473,1.0
2474,2.0
2475,1.0
2476,1.0
2477,2.0
2478,1.0
2479,1.0
2480,1.0
2481,1.0
2482,2.0
2483,1.0
2484,1.0
2485,2.0
2486,2.0
2487,2.0
2488,0.0
2489,2.0
2490,2.0
2491,1.0
2492,2.0
2493,1.0
2494,1.0
2495,1.0
2496,1.0
2497,1.0
2498,1.0
2499,1.0
2500,1.0
2501,2.0
2502,1.0
2503,1.0
2504,1.0
2505,1.0
2506,1.0
2507,4.0
2508,4.0
2509,2.0
2510,1.0
2511,2.0
2512,1.0
2513,2.0
2514,1.0
2515,1.0
2516,2.0
2517,1.0
2518,1.0
2519,3.0
2520,1.0
2521,0.0
2522,2.0
2523,2.0
2524,1.0
2525,1.0
2526,0.0
2527,0.0
2528,2.0
2529,2.0
2530,2.0
2531,1.0
2532,1.0
2533,1.0
2534,0.0
2535,0.0
2536,0.0
2537,1.0
2538,1.0
2539,1.0
2540,1.0
2541,1.0
2542,1.0
2543,1.0
2544,0.0
2545,0.0
2546,1.0
2547,1.0
2548,1.0
2549,1.0
2550,1.0
2551,1.0
2552,1.0
2553,2.0
2554,0.0
2555,1.0
2556,0.0
2557,0.0
2558,0.0
2559,1.0
2560,0.0
2561,2.0
2562,1.0
2563,1.0
2564,0.0
2565,1.0
2566,1.0
2567,1.0
2568,1.0
2569,1.0
2570,0.0
2571,1.0
2572,0.0
2573,0.0
2574,1.0
2575,1.0
2576,3.0
2577,0.0
2578,2.0
2579,1.0
2580,1.0
2581,0.0
2582,1.0
2583,1.0
2584,1.0
2585,0.0
2586,1.0
2587,0.0
2588,2.0
2589,1.0
2590,2.0
2591,2.0
2592,0.0
2593,1.0
2594,1.0
2595,2.0
2596,1.0
2597,0.0
2598,0.0
2599,2.0
2600,0.0
2601,0.0
2602,0.0
2603,1.0
2604,1.0
2605,1.0
2606,0.0
2607,0.0
2608,0.0
2609,2.0
2610,0.0
2611,1.0
2612,1.0
2613,2.0
2614,1.0
2615,0.0
2616,1.0
2617,1.0
2618,1.0
2619,1.0
2620,1.0
2621,0.0
2622,1.0
2623,1.0
2624,0.0
2625,1.0
2626,1.0
2627,0.0
2628,1.0
2629,1.0
2630,0.0
2631,0.0
2632,1.0
2633,0.0
2634,1.0
2635,1.0
2636,2.0
2637,1.0
2638,1.0
2639,1.0
2640,1.0
2641,1.0
2642,1.0
2643,0.0
2644,0.0
2645,4.0
2646,0.0
2647,1.0
2648,1.0
2649,1.0
2650,1.0
2651,1.0
2652,0.0
2653,1.0
2654,1.0
2655,1.0
2656,0.0
2657,0.0
2658,1.0
2659,1.0
2660,2.0
2661,1.0
2662,2.0
2663,3.0
2664,1.0
2665,1.0
2666,0.0
2667,1.0
2668,1.0
2669,1.0
2670,0.0
2671,3.0
2672,3.0
2673,1.0
2674,1.0
2675,2.0
2676,1.0
2677,2.0
2678,0.0
2679,1.0
2680,3.0
2681,2.0
2682,1.0
2683,2.0
2684,1.0
2685,1.0
2686,1.0
2687,1.0
2688,1.0
2689,2.0
2690,1.0
2691,2.0
2692,1.0
2693,1.0
2694,1.0
2695,1.0
2696,1.0
2697,3.0
2698,1.0
2699,1.0
2700,2.0
2701,1.0
2702,1.0
2703,1.0
2704,1.0
2705,2.0
2706,1.0
2707,1.0
2708,0.0
2709,1.0
2710,2.0
2711,1.0
2712,1.0
2713,1.0
2714,1.0
2715,2.0
2716,1.0
2717,1.0
2718,0.0
2719,1.0
2720,1.0
2721,0.0
2722,1.0
2723,1.0
2724,1.0
2725,2.0
2726,1.0
2727,1.0
2728,2.0
2729,0.0
2730,2.0
2731,0.0
2732,1.0
2733,1.0
2734,0.0
2735,0.0
2736,1.0
2737,1.0
2738,2.0
2739,1.0
2740,1.0
2741,2.0
2742,3.0
2743,2.0
2744,2.0
2745,2.0
2746,2.0
2747,1.0
2748,1.0
2749,4.0
2750,2.0
2751,2.0
2752,1.0
2753,2.0
2754,2.0
2755,1.0
2756,4.0
2757,2.0
2758,3.0
2759,4.0
2760,1.0
2761,1.0
2762,2.0
2763,2.0
2764,2.0
2765,2.0
2766,2.0
2767,1.0
2768,3.0
2769,2.0
2770,1.0
2771,1.0
2772,2.0
2773,2.0
2774,2.0
2775,2.0
2776,2.0
2777,0.0
2778,2.0
2779,2.0
2780,4.0
2781,1.0
2782,2.0
2783,1.0
2784,2.0
2785,2.0
2786,3.0
2787,1.0
2788,2.0
2789,2.0
2790,0.0
2791,2.0
2792,3.0
2793,2.0
2794,2.0
2795,1.0
2796,1.0
2797,0.0
2798,4.0
2799,1.0
2800,1.0
2801,2.0
2802,1.0
2803,1.0
2804,2.0
2805,2.0
2806,2.0
2807,1.0
2808,0.0
2809,2.0
2810,1.0
2811,2.0
2812,4.0
2813,4.0
2814,2.0
2815,0.0
2816,3.0
2817,3.0
2818,3.0
2819,3.0
2820,2.0
2821,1.0
2822,2.0
2823,2.0
2824,2.0
2825,2.0
2826,2.0
2827,2.0
2828,1.0
2829,2.0
2830,1.0
2831,2.0
2832,2.0
2833,2.0
2834,1.0
2835,2.0
2836,2.0
2837,3.0
2838,3.0
2839,1.0
2840,2.0
2841,3.0
2842,2.0
2843,1.0
2844,1.0
2845,2.0
2846,2.0
2847,1.0
2848,2.0
2849,2.0
2850,1.0
2851,2.0
2852,2.0
2853,2.0
2854,2.0
2855,2.0
2856,1.0
2857,2.0
2858,3.0
2859,2.0
2860,2.0
2861,2.0
2862,4.0
2863,2.0
2864,2.0
2865,1.0
2866,2.0
2867,3.0
2868,2.0
2869,1.0
2870,2.0
2871,2.0
2872,1.0
2873,1.0
2874,4.0
2875,3.0
2876,1.0
2877,1.0
2878,2.0
2879,4.0
2880,1.0
2881,2.0
2882,2.0
2883,4.0
2884,1.0
2885,2.0
2886,2.0
2887,1.0
2888,2.0
2889,1.0
2890,1.0
2891,4.0
2892,2.0
2893,4.0
2894,1.0
2895,3.0
2896,4.0
2897,4.0
2898,1.0
2899,1.0
2900,2.0
2901,1.0
2902,3.0
2903,1.0
2904,1.0
2905,2.0
2906,2.0
2907,4.0
2908,3.0
2909,1.0
2910,4.0
2911,1.0
2912,2.0
2913,1.0
2914,2.0
2915,1.0
2916,2.0
2917,2.0
2918,2.0
2919,1.0
2920,2.0
2921,1.0
2922,2.0
2923,1.0
2924,2.0
2925,1.0
2926,4.0
2927,2.0
2928,1.0
2929,2.0
2930,2.0
2931,2.0
2932,2.0
2933,2.0
2934,4.0
2935,4.0
2936,1.0
2937,1.0
2938,1.0
2939,2.0
2940,1.0
2941,8.0
2942,2.0
2943,2.0
2944,3.0
2945,1.0
2946,2.0
2947,1.0
2948,1.0
2949,2.0
2950,3.0
2951,1.0
2952,4.0
2953,1.0
2954,2.0
2955,1.0
2956,1.0
2957,1.0
2958,2.0
2959,2.0
2960,2.0
2961,2.0
2962,1.0
2963,1.0
2964,1.0
2965,2.0
2966,1.0
2967,2.0
2968,2.0
2969,2.0
2970,1.0
2971,1.0
2972,5.0
2973,2.0
2974,2.0
2975,1.0
2976,2.0
2977,1.0
2978,4.0
2979,2.0
2980,2.0
2981,1.0
2982,2.0
2983,2.0
2984,2.0
2985,2.0
2986,1.0
2987,3.0
2988,2.0
2989,3.0
2990,2.0
2991,2.0
2992,1.0
2993,3.0
2994,2.0
2995,1.0
2996,3.0
2997,1.0
2998,1.0
2999,3.0
3000,1.0
3001,1.0
3002,4.0
3003,2.0
3004,1.0
3005,4.0
3006,1.0
3007,2.0
3008,2.0
3009,2.0
3010,1.0
3011,4.0
3012,1.0
3013,1.0
3014,2.0
3015,1.0
3016,2.0
3017,3.0
3018,2.0
3019,3.0
3020,2.0
3021,1.0
3022,1.0
3023,2.0
3024,2.0
3025,3.0
3026,2.0
3027,2.0
3028,1.0
3029,1.0
3030,1.0
3031,2.0
3032,2.0
3033,3.0
3034,3.0
3035,2.0
3036,2.0
3037,4.0
3038,2.0
3039,2.0
3040,2.0
3041,2.0
3042,1.0
3043,3.0
3044,2.0
3045,2.0
3046,2.0
3047,4.0
3048,1.0
3049,3.0
3050,1.0
3051,2.0
3052,2.0
3053,1.0
3054,1.0
3055,2.0
3056,2.0
3057,2.0
3058,4.0
3059,2.0
3060,2.0
3061,1.0
3062,1.0
3063,2.0
3064,2.0
3065,2.0
3066,2.0
3067,2.0
3068,2.0
3069,2.0
3070,2.0
3071,2.0
3072,1.0
3073,0.0
3074,2.0
3075,4.0
3076,1.0
3077,1.0
3078,2.0
3079,2.0
3080,1.0
3081,1.0
3082,2.0
3083,2.0
3084,1.0
3085,2.0
3086,2.0
3087,2.0
3088,1.0
3089,2.0
3090,0.0
3091,1.0
3092,1.0
3093,2.0
3094,2.0
3095,2.0
3096,2.0
3097,1.0
3098,2.0
3099,2.0
3100,2.0
3101,2.0
3102,3.0
3103,1.0
3104,1.0
3105,1.0
3106,2.0
3107,2.0
3108,2.0
3109,2.0
3110,2.0
3111,2.0
3112,2.0
3113,2.0
3114,3.0
3115,1.0
3116,0.0
3117,1.0
3118,0.0
3119,1.0
3120,1.0
3121,1.0
3122,1.0
3123,1.0
3124,1.0
3125,1.0
3126,2.0
3127,1.0
3128,1.0
3129,2.0
3130,1.0
3131,0.0
3132,2.0
3133,0.0
3134,1.0
3135,1.0
3136,0.0
3137,1.0
3138,1.0
3139,1.0
3140,1.0
3141,0.0
3142,1.0
3143,1.0
3144,1.0
3145,2.0
3146,7.0
3147,1.0
3148,1.0
3149,1.0
3150,1.0
3151,3.0
3152,1.0
3153,2.0
3154,1.0
3155,1.0
3156,1.0
3157,1.0
3158,2.0
3159,1.0
3160,1.0
3161,1.0
3162,1.0
3163,2.0
3164,1.0
3165,1.0
3166,0.0
3167,1.0
3168,3.0
3169,3.0
3170,1.0
3171,1.0
3172,1.0
3173,3.0
3174,3.0
3175,1.0
3176,1.0
3177,0.0
3178,1.0
3179,2.0
3180,2.0
3181,1.0
3182,1.0
3183,1.0
3184,1.0
3185,1.0
3186,1.0
3187,1.0
3188,2.0
3189,1.0
3190,1.0
3191,3.0
3192,1.0
3193,1.0
3194,1.0
3195,4.0
3196,1.0
3197,1.0
3198,2.0
3199,3.0
3200,1.0
3201,1.0
3202,1.0
3203,2.0
3204,0.0
3205,1.0
3206,0.0
3207,1.0
3208,1.0
3209,1.0
3210,2.0
3211,1.0
3212,1.0
3213,2.0
3214,1.0
3215,1.0
3216,1.0
3217,2.0
3218,1.0
3219,1.0
3220,2.0
3221,1.0
3222,1.0
3223,1.0
3224,4.0
3225,1.0
3226,2.0
3227,2.0
3228,0.0
3229,4.0
3230,2.0
3231,2.0
3232,1.0
3233,1.0
3234,2.0
3235,3.0
3236,2.0
3237,1.0
3238,3.0
3239,0.0
3240,0.0
3241,2.0
3242,1.0
3243,2.0
3244,1.0
3245,2.0
3246,2.0
3247,1.0
3248,2.0
3249,3.0
3250,2.0
3251,2.0
3252,1.0
3253,2.0
3254,1.0
3255,4.0
3256,2.0
3257,2.0
3258,2.0
3259,1.0
3260,0.0
3261,1.0
3262,2.0
3263,0.0
3264,1.0
3265,1.0
3266,1.0
3267,3.0
3268,1.0
3269,1.0
3270,2.0
3271,3.0
3272,2.0
3273,4.0
3274,1.0
3275,1.0
3276,2.0
3277,2.0
3278,1.0
3279,3.0
3280,0.0
3281,1.0
3282,2.0
3283,1.0
3284,1.0
3285,1.0
3286,2.0
3287,2.0
3288,1.0
3289,2.0
3290,1.0
3291,0.0
3292,0.0
3293,1.0
3294,3.0
3295,2.0
3296,4.0
3297,2.0
3298,2.0
3299,1.0
3300,1.0
3301,1.0
3302,2.0
3303,0.0
3304,0.0
3305,1.0
3306,1.0
3307,2.0
3308,2.0
3309,2.0
3310,1.0
3311,2.0
3312,3.0
3313,1.0
3314,2.0
3315,2.0
3316,3.0
3317,1.0
3318,4.0
3319,1.0
3320,2.0
3321,2.0
3322,1.0
3323,1.0
3324,2.0
3325,1.0
3326,1.0
3327,1.0
3328,2.0
3329,2.0
3330,1.0
3331,1.0
3332,1.0
3333,2.0
3334,1.0
3335,2.0
3336,1.0
3337,1.0
3338,2.0
3339,1.0
3340,1.0
3341,2.0
3342,2.0
3343,1.0
3344,1.0
3345,2.0
3346,1.0
3347,1.0
3348,4.0
3349,4.0
3350,1.0
3351,1.0
3352,0.0
3353,2.0
3354,2.0
3355,2.0
3356,0.0
3357,2.0
3358,1.0
3359,2.0
3360,2.0
3361,2.0
3362,1.0
3363,1.0
3364,1.0
3365,0.0
3366,2.0
3367,1.0
3368,1.0
3369,1.0
3370,1.0
3371,2.0
3372,2.0
3373,1.0
3374,1.0
3375,1.0
3376,2.0
3377,1.0
3378,2.0
3379,1.0
3380,1.0
3381,2.0
3382,1.0
3383,1.0
3384,1.0
3385,2.0
3386,1.0
3387,2.0
3388,1.0
3389,1.0
3390,0.0
3391,3.0
3392,2.0
3393,2.0
3394,2.0
3395,2.0
3396,1.0
3397,1.0
3398,2.0
3399,1.0
3400,1.0
3401,2.0
3402,1.0
3403,1.0
3404,2.0
3405,2.0
3406,3.0
3407,1.0
3408,1.0
3409,2.0
3410,1.0
3411,2.0
3412,2.0
3413,1.0
3414,1.0
3415,1.0
3416,3.0
3417,1.0
3418,2.0
3419,1.0
3420,2.0
3421,2.0
3422,0.0
3423,2.0
3424,4.0
3425,5.0
3426,4.0
3427,2.0
3428,0.0
3429,2.0
3430,2.0
3431,2.0
3432,1.0
3433,2.0
3434,2.0
3435,1.0
3436,1.0
3437,1.0
3438,2.0
3439,1.0
3440,2.0
3441,2.0
3442,1.0
3443,1.0
3444,1.0
3445,1.0
3446,3.0
3447,2.0
3448,1.0
3449,2.0
3450,2.0
3451,1.0
3452,2.0
3453,2.0
3454,2.0
3455,1.0
3456,4.0
3457,2.0
3458,2.0
3459,1.0
3460,1.0
3461,2.0
3462,2.0
3463,2.0
3464,2.0
3465,1.0
3466,1.0
3467,2.0
3468,1.0
3469,1.0
3470,2.0
3471,2.0
3472,2.0
3473,1.0
3474,3.0
3475,1.0
3476,2.0
3477,2.0
3478,2.0
3479,1.0
3480,2.0
3481,2.0
3482,2.0
3483,2.0
3484,2.0
3485,2.0
3486,2.0
3487,2.0
3488,1.0
3489,1.0
3490,2.0
3491,2.0
3492,2.0
3493,2.0
3494,1.0
3495,3.0
3496,2.0
3497,1.0
3498,2.0
3499,2.0
3500,2.0
3501,2.0
3502,2.0
3503,1.0
3504,2.0
3505,4.0
3506,1.0
3507,1.0
3508,1.0
3509,0.0
3510,1.0
3511,1.0
3512,1.0
3513,1.0
3514,1.0
3515,1.0
3516,1.0
3517,1.0
3518,1.0
3519,1.0
3520,1.0
3521,0.0
3522,1.0
3523,2.0
3524,1.0
3525,1.0
3526,1.0
3527,1.0
3528,1.0
3529,0.0
3530,2.0
3531,1.0
3532,0.0
3533,1.0
3534,1.0
3535,1.0
3536,2.0
3537,1.0
3538,2.0
3539,1.0
3540,0.0
3541,2.0
3542,2.0
3543,1.0
3544,1.0
3545,0.0
3546,1.0
3547,0.0
3548,2.0
3549,0.0
3550,1.0
3551,2.0
3552,2.0
3553,1.0
3554,3.0
3555,1.0
3556,0.0
3557,2.0
3558,1.0
3559,1.0
3560,2.0
3561,1.0
3562,1.0
3563,1.0
3564,0.0
3565,1.0
3566,3.0
3567,1.0
3568,0.0
3569,1.0
3570,1.0
3571,1.0
3572,1.0
3573,1.0
3574,1.0
3575,1.0
3576,2.0
3577,0.0
3578,1.0
3579,2.0
3580,1.0
3581,1.0
3582,1.0
3583,2.0
3584,1.0
3585,2.0
3586,1.0
3587,1.0
3588,2.0
3589,1.0
3590,2.0
3591,1.0
3592,2.0
3593,1.0
3594,1.0
3595,2.0
3596,2.0
3597,4.0
3598,2.0
3599,1.0
3600,2.0
3601,2.0
3602,2.0
3603,2.0
3604,1.0
3605,2.0
3606,2.0
3607,1.0
3608,2.0
3609,1.0
3610,2.0
3611,0.0
3612,2.0
3613,4.0
3614,4.0
3615,4.0
3616,3.0
3617,1.0
3618,1.0
3619,2.0
3620,1.0
3621,1.0
3622,2.0
3623,2.0
3624,1.0
3625,2.0
3626,2.0
3627,2.0
3628,1.0
3629,2.0
3630,1.0
3631,1.0
3632,2.0
3633,1.0
3634,2.0
3635,2.0
3636,2.0
3637,2.0
3638,2.0
3639,1.0
3640,1.0
3641,2.0
3642,2.0
3643,2.0
3644,0.0
3645,2.0
3646,1.0
3647,2.0
3648,3.0
3649,2.0
3650,0.0
3651,1.0
3652,1.0
3653,2.0
3654,2.0
3655,2.0
3656,4.0
3657,2.0
3658,1.0
3659,2.0
3660,1.0
3661,1.0
3662,1.0
3663,1.0
3664,1.0
3665,1.0
3666,3.0
3667,2.0
3668,2.0
3669,1.0
3670,0.0
3671,1.0
3672,4.0
3673,2.0
3674,2.0
3675,2.0
3676,2.0
3677,3.0
3678,1.0
3679,1.0
3680,1.0
3681,2.0
3682,3.0
3683,2.0
3684,1.0
3685,3.0
3686,1.0
3687,2.0
3688,2.0
3689,1.0
3690,3.0
3691,3.0
3692,1.0
3693,2.0
3694,2.0
3695,4.0
3696,1.0
3697,3.0
3698,2.0
3699,2.0
3700,3.0
3701,2.0
3702,4.0
3703,4.0
3704,2.0
3705,1.0
3706,2.0
3707,2.0
3708,2.0
3709,2.0
3710,2.0
3711,2.0
3712,1.0
3713,2.0
3714,2.0
3715,3.0
3716,2.0
3717,1.0
3718,2.0
3719,1.0
3720,0.0
3721,2.0
3722,1.0
3723,4.0
3724,1.0
3725,1.0
3726,1.0
3727,2.0
3728,2.0
3729,1.0
3730,1.0
3731,1.0
3732,1.0
3733,2.0
3734,2.0
3735,2.0
3736,1.0
3737,1.0
3738,3.0
3739,2.0
3740,2.0
3741,2.0
3742,2.0
3743,2.0
3744,2.0
3745,2.0
3746,1.0
3747,2.0
3748,2.0
3749,3.0
3750,1.0
3751,1.0
3752,1.0
3753,2.0
3754,2.0
3755,2.0
3756,2.0
3757,1.0
3758,1.0
3759,1.0
3760,2.0
3761,2.0
3762,2.0
3763,1.0
3764,2.0
3765,2.0
3766,2.0
3767,1.0
3768,3.0
3769,1.0
3770,2.0
3771,1.0
3772,2.0
3773,2.0
3774,1.0
3775,2.0
3776,2.0
3777,2.0
3778,2.0
3779,2.0
3780,1.0
3781,0.0
3782,1.0
3783,1.0
3784,2.0
3785,2.0
3786,1.0
3787,0.0
3788,2.0
3789,3.0
3790,1.0
3791,1.0
3792,1.0
3793,2.0
3794,4.0
3795,1.0
3796,4.0
3797,4.0
3798,3.0
3799,1.0
3800,0.0
3801,2.0
3802,1.0
3803,0.0
3804,1.0
3805,2.0
3806,2.0
3807,1.0
3808,2.0
3809,1.0
3810,1.0
3811,1.0
3812,1.0
3813,2.0
3814,1.0
3815,1.0
3816,3.0
3817,2.0
3818,1.0
3819,1.0
3820,2.0
3821,4.0
3822,2.0
3823,2.0
3824,3.0
3825,1.0
3826,2.0
3827,1.0
3828,2.0
3829,2.0
3830,1.0
3831,2.0
3832,2.0
3833,2.0
3834,2.0
3835,2.0
3836,1.0
3837,2.0
3838,1.0
3839,1.0
3840,1.0
3841,2.0
3842,1.0
3843,2.0
3844,1.0
3845,2.0
3846,2.0
3847,4.0
3848,1.0
3849,2.0
3850,2.0
3851,3.0
3852,2.0
3853,2.0
3854,2.0
3855,1.0
3856,2.0
3857,2.0
3858,2.0
3859,2.0
3860,2.0
3861,2.0
3862,2.0
3863,2.0
3864,1.0
3865,2.0
3866,1.0
3867,1.0
3868,1.0
3869,1.0
3870,1.0
3871,1.0
3872,1.0
3873,1.0
3874,2.0
3875,2.0
3876,4.0
3877,2.0
3878,2.0
3879,2.0
3880,1.0
3881,2.0
3882,1.0
3883,2.0
3884,1.0
3885,4.0
3886,2.0
3887,1.0
3888,1.0
3889,1.0
3890,2.0
3891,1.0
3892,2.0
3893,1.0
3894,1.0
3895,1.0
3896,2.0
3897,2.0
3898,4.0
3899,1.0
3900,2.0
3901,2.0
3902,1.0
3903,1.0
3904,2.0
3905,1.0
3906,2.0
3907,2.0
3908,2.0
3909,1.0
3910,2.0
3911,2.0
3912,1.0
3913,1.0
3914,4.0
3915,2.0
3916,1.0
3917,2.0
3918,1.0
3919,2.0
3920,2.0
3921,2.0
3922,2.0
3923,2.0
3924,2.0
3925,2.0
3926,1.0
3927,2.0
3928,2.0
3929,2.0
3930,2.0
3931,2.0
3932,1.0
3933,1.0
3934,1.0
3935,2.0
3936,2.0
3937,1.0
3938,2.0
3939,1.0
3940,8.0
3941,1.0
3942,2.0
3943,2.0
3944,2.0
3945,1.0
3946,1.0
3947,2.0
3948,1.0
3949,2.0
3950,2.0
3951,2.0
3952,2.0
3953,2.0
3954,2.0
3955,4.0
3956,2.0
3957,2.0
3958,1.0
3959,2.0
3960,2.0
3961,2.0
3962,5.0
3963,2.0
3964,1.0
3965,2.0
3966,1.0
3967,1.0
3968,5.0
3969,2.0
3970,1.0
3971,2.0
3972,1.0
3973,4.0
3974,4.0
3975,1.0
3976,0.0
3977,1.0
3978,1.0
3979,1.0
3980,1.0
3981,0.0
3982,1.0
3983,0.0
3984,1.0
3985,1.0
3986,1.0
3987,0.0
3988,1.0
3989,1.0
3990,0.0
3991,1.0
3992,0.0
3993,2.0
3994,2.0
3995,1.0
3996,1.0
3997,0.0
3998,1.0
3999,1.0
4000,1.0
4001,0.0
4002,1.0
4003,1.0
4004,0.0
4005,1.0
4006,1.0
4007,1.0
4008,1.0
4009,2.0
4010,0.0
4011,1.0
4012,1.0
4013,1.0
4014,1.0
4015,0.0
4016,1.0
4017,1.0
4018,0.0
4019,1.0
4020,1.0
4021,0.0
4022,0.0
4023,2.0
4024,1.0
4025,0.0
4026,3.0
4027,1.0
4028,2.0
4029,2.0
4030,2.0
4031,2.0
4032,2.0
4033,2.0
4034,2.0
4035,3.0
4036,2.0
4037,1.0
4038,2.0
4039,1.0
4040,2.0
4041,1.0
4042,0.0
4043,2.0
4044,6.0
4045,1.0
4046,2.0
4047,2.0
4048,1.0
4049,2.0
4050,3.0
4051,2.0
4052,1.0
4053,2.0
4054,2.0
4055,1.0
4056,1.0
4057,1.0
4058,2.0
4059,2.0
4060,2.0
4061,3.0
4062,1.0
4063,1.0
4064,1.0
4065,2.0
4066,1.0
4067,2.0
4068,2.0
4069,1.0
4070,2.0
4071,1.0
4072,1.0
4073,3.0
4074,1.0
4075,2.0
4076,0.0
4077,1.0
4078,1.0
4079,2.0
4080,0.0
4081,1.0
4082,1.0
4083,1.0
4084,3.0
4085,2.0
4086,1.0
4087,2.0
4088,1.0
4089,2.0
4090,1.0
4091,1.0
4092,1.0
4093,0.0
4094,0.0
4095,1.0
4096,2.0
4097,1.0
4098,3.0
4099,2.0
4100,2.0
4101,2.0
4102,1.0
4103,1.0
4104,1.0
4105,1.0
4106,2.0
4107,2.0
4108,1.0
4109,2.0
4110,1.0
4111,1.0
4112,3.0
4113,1.0
4114,1.0
4115,2.0
4116,1.0
4117,1.0
4118,1.0
4119,1.0
4120,1.0
4121,1.0
4122,1.0
4123,2.0
4124,0.0
4125,3.0
4126,1.0
4127,1.0
4128,1.0
4129,2.0
4130,1.0
4131,1.0
4132,2.0
4133,2.0
4134,2.0
4135,1.0
4136,1.0
4137,2.0
4138,2.0
4139,1.0
